rank,market,region,tf,direction,factors,bt_n,bt_wr,bt_net_pct,bt_avg_per_trade_pct,bt_recent_n,bt_recent_wr,bt_recent_net_pct,live_n,live_wins,live_losses,live_pnl,live_open,verdict
1,XLI,US,SWING_1d,LONG,EMA20<EMA50+Price>SMA20,5.0,80.0,8.41,1.683,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
2,XLI,US,SWING_1d,LONG,Price>SMA20+SMA20<SMA50,16.0,43.8,2.87,0.179,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
3,XLI,US,SWING_1d,LONG,EMA20<EMA50+RSI>50,3.0,66.7,0.45,0.151,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
5,XLI,US,SWING_1d,LONG,EMA20<EMA50+Price>EMA20,3.0,66.7,0.45,0.151,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
48,XLI_Indust,US,SWING_1d,LONG,Price>SMA50+EMA9>EMA20+EMA20<EMA50,2.0,50.0,0.04,0.02,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
1,XLK_Tech,US,INTRADAY_1h,LONG,Price<SMA50+EMA9>EMA20+EMA20<EMA50,9.0,66.7,6.08,0.676,2.0,100.0,2.15,,,,,0,NOT-TRADED-LIVE
1,XLK,US,SWING_1d,LONG,Price>EMA9+SMA20<SMA50,27.0,63.0,43.18,1.599,13.0,46.2,5.65,,,,,0,NOT-TRADED-LIVE
2,XLK_Tech,US,INTRADAY_1h,LONG,Price<SMA50+EMA9>EMA20,12.0,66.7,7.44,0.62,2.0,100.0,2.15,,,,,0,NOT-TRADED-LIVE
2,XLK,US,SWING_1d,LONG,Price>EMA20+SMA20<SMA50,23.0,65.2,39.26,1.707,12.0,33.3,-4.33,,,,,0,NOT-TRADED-LIVE
4,XLK_Tech,US,INTRADAY_1h,LONG,Price>SMA20+Price<SMA50+EMA9>EMA20+EMA20<EMA50,6.0,100.0,8.5,1.416,2.0,100.0,2.15,,,,,0,NOT-TRADED-LIVE
5,XLK,US,SWING_1d,LONG,EMA20<EMA50+Price>SMA20,7.0,100.0,27.86,3.98,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
7,XLK_Tech,US,INTRADAY_1h,LONG,Price>SMA20+Price<SMA50+EMA9>EMA20+Close>Open,4.0,100.0,6.34,1.586,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
11,XLK_Tech,US,INTRADAY_1h,LONG,Price<SMA50+EMA9>EMA20+EMA20<EMA50+Close>Open,5.0,80.0,5.32,1.065,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
12,XLK_Tech,US,INTRADAY_1h,LONG,Price<SMA50+EMA9>EMA20+Close>Open,6.0,66.7,4.3,0.717,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
18,XLK_Tech,US,SWING_1d,LONG,RSI<45+EMA9<EMA20+EMA20<EMA50,2.0,100.0,7.96,3.98,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
19,XLK_Tech,US,INTRADAY_1h,LONG,Price<SMA50+EMA9>EMA20+2Red,4.0,75.0,3.53,0.882,1.0,100.0,1.53,,,,,0,NOT-TRADED-LIVE
19,XLK_Tech,US,SWING_1d,LONG,RSI<45+EMA20<EMA50,2.0,100.0,7.96,3.98,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
20,XLK_Tech,US,INTRADAY_1h,LONG,Price<SMA50+EMA9>EMA20+Close<Open+2Red,4.0,75.0,3.53,0.882,1.0,100.0,1.53,,,,,0,NOT-TRADED-LIVE
20,XLK_Tech,US,SWING_1d,LONG,RSI<45+Price<SMA50+EMA20<EMA50,2.0,100.0,7.96,3.98,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
21,XLK_Tech,US,INTRADAY_1h,LONG,Price<SMA50+EMA9>EMA20+Close<Open,6.0,66.7,3.13,0.522,2.0,100.0,2.15,,,,,0,NOT-TRADED-LIVE
23,XLK_Tech,US,INTRADAY_1h,LONG,Price<SMA50+EMA9>EMA20+EMA20<EMA50+Close<Open,4.0,50.0,0.76,0.19,2.0,100.0,2.15,,,,,0,NOT-TRADED-LIVE
25,XLK_Tech,US,SWING_1d,LONG,Price>SMA50+2Red,12.0,33.3,0.44,0.037,4.0,25.0,-1.4,,,,,0,NOT-TRADED-LIVE
27,XLK_Tech,US,SWING_1d,LONG,Price>SMA50+EMA9>EMA20+2Red,12.0,33.3,0.44,0.037,4.0,25.0,-1.4,,,,,0,NOT-TRADED-LIVE
34,XLK_Tech,US,SWING_1d,LONG,EMA9>EMA20+2Red,12.0,33.3,0.44,0.037,4.0,25.0,-1.4,,,,,0,NOT-TRADED-LIVE
36,XLK_Tech,US,SWING_1d,LONG,EMA9>EMA20+EMA20>EMA50+2Red,12.0,33.3,0.44,0.037,4.0,25.0,-1.4,,,,,0,NOT-TRADED-LIVE
1,XLP,US,SWING_1d,LONG,EMA20<EMA50+Price>SMA20,17.0,64.7,4.08,0.24,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
2,XLP,US,SWING_1d,LONG,Price>SMA20+SMA20<SMA50,25.0,60.0,1.46,0.058,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
3,XLP,US,SWING_1d,LONG,EMA20<EMA50+Price>EMA20,13.0,69.2,5.72,0.44,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
4,XLP,US,SWING_1d,LONG,EMA20<EMA50+Range<1%,5.0,100.0,7.46,1.493,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
1,XLRE,US,SWING_1d,LONG,EMA9<EMA50+Price>SMA20,5.0,100.0,14.64,2.928,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
2,XLRE,US,SWING_1d,LONG,EMA20<EMA50+Price>SMA20,7.0,100.0,22.36,3.195,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
3,XLRE,US,SWING_1d,LONG,EMA20<EMA50+RSI>50,7.0,100.0,22.36,3.195,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
4,XLRE,US,SWING_1d,LONG,EMA9<EMA50+RSI>50,5.0,100.0,14.64,2.928,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
5,XLRE,US,SWING_1d,LONG,EMA20<EMA50+EMA9>EMA20,3.0,100.0,10.23,3.411,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
57,XLRE_RE,US,SWING_1d,LONG,Price>SMA20+EMA9<EMA20+Close<Open,1.0,100.0,0.53,0.535,1.0,100.0,0.53,,,,,1,NOT-TRADED-LIVE
1,XLU,US,SWING_1d,LONG,Price>SMA20+SMA20<SMA50,28.0,50.0,-8.08,-0.289,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
2,XLU,US,SWING_1d,LONG,EMA20<EMA50+EMA9>EMA20,7.0,42.9,-3.52,-0.503,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
3,XLU,US,SWING_1d,LONG,EMA20<EMA50+Price>SMA20,14.0,57.1,0.91,0.065,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
4,XLU,US,SWING_1d,LONG,EMA9>EMA20+SMA20<SMA50,18.0,27.8,-17.56,-0.975,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
5,XLU,US,SWING_1d,LONG,EMA9<EMA50+Price>SMA20,10.0,70.0,6.19,0.619,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
1,XLV,US,SWING_1d,LONG,EMA20<EMA50+Range<1%,8.0,75.0,4.48,0.56,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
2,XLV,US,SWING_1d,LONG,EMA20<EMA50+EMA9>EMA20,12.0,58.3,8.15,0.679,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
3,XLV,US,SWING_1d,LONG,EMA20<EMA50+Price>SMA20,24.0,45.8,-2.35,-0.098,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
5,XLV,US,SWING_1d,LONG,EMA20<EMA50+Price>EMA50,8.0,37.5,-3.32,-0.414,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
43,XLV_Health,US,SWING_1d,LONG,RSI<45+Price<SMA50+Range>1.5%,2.0,50.0,0.41,0.204,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
2,XLY,US,SWING_1d,LONG,EMA20<EMA50+RSI>50,24.0,50.0,0.93,0.039,6.0,66.7,3.44,,,,,0,NOT-TRADED-LIVE
3,XLY,US,SWING_1d,LONG,EMA9<EMA50+Price>EMA20,17.0,64.7,14.23,0.837,3.0,100.0,5.23,,,,,0,NOT-TRADED-LIVE
4,XLY,US,SWING_1d,LONG,EMA20<EMA50+Price>EMA20,25.0,52.0,4.91,0.196,6.0,66.7,3.44,,,,,0,NOT-TRADED-LIVE
1,XRP,CRYPTO,INTRADAY_1h,SHORT,Price>SMA20+RSI<45,20.0,30.0,-7.14,-0.357,4.0,25.0,-4.13,,,,,0,NOT-TRADED-LIVE
81,XRP,CRYPTO,SWING_1d,SHORT,Price<SMA50+EMA20>EMA50+Close>Open,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
1,KBW,US,SWING_1d,LONG,EMA9<EMA50+Price>EMA20,6.0,83.3,15.9,2.65,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
2,KBW,US,SWING_1d,LONG,EMA9<EMA50+Price>SMA20,6.0,83.3,15.9,2.65,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
3,KBW,US,SWING_1d,LONG,Price>EMA20+SMA20<SMA50,14.0,71.4,20.43,1.46,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
4,KBW,US,SWING_1d,LONG,EMA9<EMA50+RSI>50,5.0,80.0,11.92,2.384,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
5,KBW,US,SWING_1d,LONG,EMA9<EMA50+Price>EMA50,3.0,100.0,9.96,3.32,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
64,Sensex,INDIAN,SWING_1d,LONG,Price<SMA50+Range>1.5%+Close<Open,5.0,60.0,3.34,0.667,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
69,Sensex,INDIAN,SWING_1d,LONG,Price<SMA50+Range>1.5%+2Red,5.0,60.0,3.34,0.667,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
70,Sensex,INDIAN,SWING_1d,SHORT,Price<SMA50+EMA9>EMA20+2Red,3.0,66.7,0.74,0.246,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
71,Sensex,INDIAN,SWING_1d,LONG,RSI<45+Range>1.5%+Close<Open,4.0,50.0,2.67,0.667,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
76,Sensex,INDIAN,SWING_1d,LONG,Price>SMA20+EMA9<EMA20+Close<Open,2.0,100.0,3.28,1.639,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
77,Sensex,INDIAN,SWING_1d,LONG,EMA9>EMA20+Range>1.5%+Close<Open,2.0,100.0,1.44,0.72,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
78,Sensex,INDIAN,SWING_1d,LONG,EMA9<EMA50+Price>EMA50,9.0,11.1,-9.49,-1.055,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
79,Sensex,INDIAN,SWING_1d,LONG,EMA9<EMA50+Price>EMA20,24.0,25.0,-18.43,-0.768,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
80,Sensex,INDIAN,SWING_1d,LONG,EMA9<EMA50+RSI>50,24.0,25.0,-18.43,-0.768,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
81,Sensex,INDIAN,SWING_1d,LONG,EMA9<EMA50+Price>SMA20,26.0,34.6,-13.94,-0.536,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
1,Dow_Trans,US,SWING_1d,LONG,EMA20<EMA50+Price>SMA20,2.0,100.0,7.96,3.98,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
3,Dow_Trans,US,SWING_1d,LONG,EMA20<EMA50+Price>EMA20,2.0,100.0,7.96,3.98,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
4,Dow_Trans,US,SWING_1d,LONG,EMA20<EMA50+Range<1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
5,Dow_Trans,US,SWING_1d,LONG,Range<1%+SMA20<EMA20,2.0,0.0,-2.68,-1.342,1.0,0.0,-0.66,,,,,0,NOT-TRADED-LIVE
1,Dow_Util,US,SWING_1d,LONG,EMA9<EMA50+Price>EMA20,10.0,70.0,9.96,0.996,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
2,Dow_Util,US,SWING_1d,LONG,EMA9<EMA50+Price>SMA20,10.0,70.0,9.96,0.996,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
3,Dow_Util,US,SWING_1d,LONG,Price>EMA20+SMA20<SMA50,18.0,50.0,-0.24,-0.013,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
4,Dow_Util,US,SWING_1d,LONG,EMA9<EMA50+RSI>50,8.0,75.0,8.0,0.999,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
5,Dow_Util,US,SWING_1d,LONG,EMA9<EMA50+Price>EMA50,3.0,100.0,5.69,1.898,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
9,SP500,US,INTRADAY_1h,SHORT,Price>SMA20+Price<SMA50+2Red,5.0,60.0,3.84,0.768,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
17,SP500,US,INTRADAY_1h,SHORT,Price>SMA20+EMA20<EMA50+2Red,7.0,42.9,1.8,0.257,2.0,0.0,-2.04,,,,,0,NOT-TRADED-LIVE
18,SP500,US,INTRADAY_1h,LONG,EMA9>EMA20+EMA20<EMA50+Close>Open,28.0,71.4,9.68,0.346,4.0,75.0,2.31,,,,,0,NOT-TRADED-LIVE
47,SP500,US,SWING_1d,LONG,Price>SMA20+Price>SMA50+EMA20<EMA50,6.0,100.0,16.86,2.809,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
48,SP500,US,SWING_1d,LONG,Price>EMA9+SMA20<SMA50,16.0,93.8,39.45,2.466,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
49,SP500,US,SWING_1d,LONG,Price>EMA20+SMA20<SMA50,13.0,92.3,28.16,2.166,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
50,SP500,US,SWING_1d,LONG,Price>SMA20+SMA20<SMA50,13.0,92.3,28.16,2.166,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
51,SP500,US,SWING_1d,LONG,RSI>50+SMA20<SMA50,11.0,90.9,20.2,1.836,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
52,SP500,US,SWING_1d,LONG,Price>SMA50+SMA20<SMA50,11.0,90.9,20.2,1.836,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
22,Nasdaq100,US,INTRADAY_1h,LONG,Price>SMA20+Price<SMA50+EMA9>EMA20+Close>Open,9.0,55.6,2.28,0.253,2.0,100.0,1.63,,,,,0,NOT-TRADED-LIVE
24,Nasdaq100,US,INTRADAY_1h,LONG,Price<SMA50+EMA9>EMA20+EMA20<EMA50+Close>Open,9.0,55.6,2.28,0.253,2.0,100.0,1.63,,,,,0,NOT-TRADED-LIVE
33,Nasdaq100,US,SWING_1d,LONG,Price>SMA50+EMA9>EMA20+2Red,14.0,50.0,8.65,0.618,4.0,0.0,-5.57,,,,,0,NOT-TRADED-LIVE
35,Nasdaq100,US,SWING_1d,LONG,EMA9>EMA20+2Red,16.0,50.0,10.39,0.649,6.0,16.7,-3.84,,,,,0,NOT-TRADED-LIVE
53,Nasdaq100,US,SWING_1d,LONG,Price>SMA50+EMA9<EMA20+EMA20>EMA50,3.0,33.3,-0.06,-0.02,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
56,Nasdaq100,US,SWING_1d,LONG,Price>SMA50+EMA9<EMA20+Close>Open,4.0,25.0,-2.08,-0.52,1.0,0.0,-2.02,,,,,0,NOT-TRADED-LIVE
59,Nasdaq100,US,SWING_1d,LONG,EMA20>EMA50+Close>Open+2Red,4.0,50.0,2.72,0.679,1.0,100.0,2.4,,,,,0,NOT-TRADED-LIVE
60,Nasdaq100,US,SWING_1d,LONG,Price>EMA20+SMA20<SMA50,24.0,66.7,32.63,1.36,13.0,38.5,-3.17,,,,,0,NOT-TRADED-LIVE
61,Nasdaq100,US,SWING_1d,LONG,Price>EMA9+SMA20<SMA50,26.0,69.2,39.96,1.537,12.0,50.0,4.21,,,,,0,NOT-TRADED-LIVE
62,Nasdaq100,US,SWING_1d,LONG,RSI>50+SMA20<SMA50,22.0,63.6,24.67,1.121,13.0,38.5,-3.17,,,,,0,NOT-TRADED-LIVE
63,Nasdaq100,US,SWING_1d,LONG,2Red+EMA20>EMA50+Price>SMA50,14.0,50.0,8.65,0.618,4.0,0.0,-5.57,,,,,0,NOT-TRADED-LIVE
61,Bank Nifty Yahoo,INDIAN,SWING_1d,SHORT,Price<SMA50+EMA20>EMA50+Close>Open,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
62,Bank Nifty,INDIAN,SWING_1d,SHORT,Price<SMA50+EMA20>EMA50+Close>Open,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
66,Bank Nifty Yahoo,INDIAN,SWING_1d,LONG,Price>SMA20+EMA20<EMA50+Range>1.5%,10.0,60.0,7.08,0.708,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
67,Bank Nifty,INDIAN,SWING_1d,LONG,Price>SMA20+EMA20<EMA50+Range>1.5%,10.0,60.0,7.08,0.708,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
73,Bank Nifty,INDIAN,SWING_1d,SHORT,RSI<45+EMA20>EMA50+Close>Open,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
74,"Bank Nifty,Bank Nifty Yahoo",INDIAN,SWING_1d,SHORT,RSI<45+EMA20>EMA50+Close>Open | EMA9<EMA50+Price>EMA50,9.0,22.2,4.98,0.2765,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
75,Bank Nifty,INDIAN,SWING_1d,LONG,EMA9<EMA50+Price>EMA20,22.0,36.4,-3.83,-0.174,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
76,Bank Nifty,INDIAN,SWING_1d,LONG,EMA9<EMA50+RSI>50,22.0,36.4,-3.83,-0.174,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
77,Bank Nifty,INDIAN,SWING_1d,LONG,EMA9<EMA50+Price>SMA20,26.0,38.5,-2.72,-0.104,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
78,Nifty 50 Yahoo,INDIAN,SWING_1d,LONG,EMA9>EMA20+Range>1.5%+Close<Open,2.0,100.0,1.51,0.754,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
79,GIFT Nifty,INDIAN,SWING_1d,LONG,EMA9>EMA20+Range>1.5%+Close<Open,2.0,100.0,1.51,0.754,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
80,Nifty 50,INDIAN,SWING_1d,LONG,EMA9>EMA20+Range>1.5%+Close<Open,2.0,100.0,1.51,0.754,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
81,Nifty 50,INDIAN,SWING_1d,LONG,EMA9<EMA50+Price>EMA50,13.0,15.4,-15.43,-1.187,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
82,Nifty 50,INDIAN,SWING_1d,LONG,EMA9<EMA50+Price>EMA20,28.0,32.1,-18.71,-0.668,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
83,Nifty 50,INDIAN,SWING_1d,LONG,EMA9<EMA50+RSI>50,28.0,32.1,-18.71,-0.668,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
84,Nifty 50,INDIAN,SWING_1d,LONG,EMA9<EMA50+Price>SMA20,29.0,34.5,-17.9,-0.617,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
1,NYSE_Comp,US,SWING_1d,LONG,EMA20<EMA50+Price>SMA20,9.0,88.9,15.75,1.75,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
2,NYSE_Comp,US,SWING_1d,LONG,Price>SMA20+SMA20<SMA50,17.0,64.7,13.17,0.775,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
4,NYSE_Comp,US,SWING_1d,LONG,Price>EMA20+SMA20<SMA50,17.0,64.7,13.17,0.775,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
5,NYSE_Comp,US,SWING_1d,LONG,Price>EMA9+SMA20<SMA50,17.0,64.7,15.91,0.936,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
1,PHLX_Semi,US,SWING_1d,LONG,EMA20<EMA50+Close<Open,10.0,50.0,9.8,0.98,8.0,37.5,1.84,,,,,0,NOT-TRADED-LIVE
2,PHLX_Semi,US,SWING_1d,LONG,EMA20<EMA50+Range>1.5%+Close<Open,9.0,55.6,11.82,1.313,7.0,42.9,3.86,,,,,0,NOT-TRADED-LIVE
23,PHLX_Semi,US,SWING_1d,LONG,Close>Open+2Red,2.0,100.0,7.96,3.98,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
24,PHLX_Semi,US,SWING_1d,LONG,Price<SMA20+Price>SMA50+2Red,3.0,100.0,11.94,3.98,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
29,PHLX_Semi,US,SWING_1d,LONG,Price>SMA50+Close>Open+2Red,1.0,100.0,3.98,3.98,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
30,PHLX_Semi,US,SWING_1d,LONG,EMA20>EMA50+Close>Open+2Red,2.0,100.0,7.96,3.98,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
40,PHLX_Semi,US,SWING_1d,LONG,Price<SMA20+Close>Open+2Red,1.0,100.0,3.98,3.98,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
42,PHLX_Semi,US,SWING_1d,LONG,Range>1.5%+Close>Open+2Red,2.0,100.0,7.96,3.98,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
44,PHLX_Semi,US,SWING_1d,LONG,2Red+Price>SMA50,6.0,83.3,17.88,2.98,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
45,PHLX_Semi,US,SWING_1d,LONG,2Red+EMA20>EMA50+Price>SMA50,6.0,83.3,17.88,2.98,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
1,SP400,US,SWING_1d,LONG,EMA20<EMA50+Price>EMA50,4.0,100.0,10.37,2.593,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
2,SP400,US,SWING_1d,LONG,EMA20<EMA50+Price>SMA50,3.0,100.0,6.39,2.13,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
3,SP400,US,SWING_1d,LONG,Price>SMA50+SMA20<SMA50,10.0,70.0,11.33,1.133,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
4,SP400,US,SWING_1d,LONG,EMA20<EMA50+EMA9>EMA20,3.0,100.0,6.39,2.13,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
5,SP400,US,SWING_1d,LONG,EMA20<EMA50+Price>EMA20,7.0,100.0,22.31,3.187,0.0,0.0,0.0,,,,,0,NOT-TRADED-LIVE
5,,,,,,,,,,,,,2.0,1.0,1.0,55.54999999999996,0,ORPHAN(no-strategy-def)
38,,,,,,,,,,,,,1.0,0.0,1.0,-365.5,0,ORPHAN(no-strategy-def)
1,,,,,,,,,,,,,1.0,0.0,1.0,-366.47,0,ORPHAN(no-strategy-def)
30,,,,,,,,,,,,,3.0,1.0,2.0,-702.96,0,ORPHAN(no-strategy-def)
76,,,,,,,,,,,,,3.0,0.0,3.0,-982.99,0,ORPHAN(no-strategy-def)
46,,,,,,,,,,,,,1.0,0.0,1.0,-997.56,0,ORPHAN(no-strategy-def)
